time,description,amount,category,transaction_type
2025-01-19 22:43:04,Online Subscription,-17.03,Online Subscription,Expense
2025-01-20 02:53:53,Misc Income,95.73,Income,Deposit
2025-01-20 05:40:31,Dining Out,-28.15,Dining Out,Expense
2025-01-20 07:30:00,Starbucks,-3.59,Coffee,Expense
2025-01-20 07:57:27,Transportation,-25.28,Transportation,Expense
2025-01-20 08:08:58,Transportation,-20.31,Transportation,Expense
2025-01-20 08:42:25,Dining Out,-22.47,Dining Out,Expense
2025-01-20 15:08:43,Misc Income,252.33,Income,Deposit
2025-01-20 16:02:49,Transportation,-22.24,Transportation,Expense
2025-01-20 16:21:56,Transportation,-8.45,Transportation,Expense
2025-01-20 18:36:41,Misc Income,201.91,Income,Deposit
2025-01-20 20:32:04,Misc Income,242.7,Income,Deposit
2025-01-21 01:55:33,Transportation,-15.34,Transportation,Expense
2025-01-21 04:51:18,Groceries,-99.23,Groceries,Expense
2025-01-21 05:00:27,Transportation,-15.2,Transportation,Expense
2025-01-21 07:30:00,Starbucks,-4.57,Coffee,Expense
2025-01-21 12:00:00,Freelance Payment,800.0,Income,Deposit
2025-01-21 12:36:16,Utilities,-33.57,Utilities,Expense
2025-01-21 13:43:17,Misc Income,152.53,Income,Deposit
2025-01-21 16:23:02,Utilities,-45.25,Utilities,Expense
2025-01-21 17:24:09,Online Subscription,-13.19,Online Subscription,Expense
2025-01-21 18:01:11,Groceries,-59.65,Groceries,Expense
2025-01-21 21:19:45,Dining Out,-11.75,Dining Out,Expense
2025-01-21 23:07:45,Online Subscription,-18.92,Online Subscription,Expense
2025-01-22 06:20:56,Dining Out,-10.97,Dining Out,Expense
2025-01-22 07:30:00,Starbucks,-3.8,Coffee,Expense
2025-01-22 10:04:04,Utilities,-48.4,Utilities,Expense
2025-01-22 10:46:04,Groceries,-57.54,Groceries,Expense
2025-01-22 12:22:10,Utilities,-36.79,Utilities,Expense
2025-01-22 15:39:47,Transportation,-21.22,Transportation,Expense
2025-01-22 16:17:45,Transportation,-22.43,Transportation,Expense
2025-01-22 16:20:10,Utilities,-31.04,Utilities,Expense
2025-01-22 19:44:51,Transportation,-11.77,Transportation,Expense
2025-01-22 19:50:00,Online Subscription,-10.42,Online Subscription,Expense
2025-01-22 23:11:31,Online Subscription,-13.1,Online Subscription,Expense
2025-01-23 01:23:16,Misc Income,180.47,Income,Deposit
2025-01-23 02:30:04,Dining Out,-24.72,Dining Out,Expense
2025-01-23 03:16:19,Online Subscription,-9.85,Online Subscription,Expense
2025-01-23 06:49:13,Misc Income,156.46,Income,Deposit
2025-01-23 07:30:00,Starbucks,-4.55,Coffee,Expense
2025-01-23 09:18:03,Online Subscription,-17.35,Online Subscription,Expense
2025-01-23 17:23:39,Groceries,-67.06,Groceries,Expense
2025-01-23 19:39:11,Entertainment,-30.66,Entertainment,Expense
2025-01-23 20:45:39,Online Subscription,-10.89,Online Subscription,Expense
2025-01-23 21:29:38,Online Subscription,-17.62,Online Subscription,Expense
2025-01-23 21:55:11,Dining Out,-27.51,Dining Out,Expense
2025-01-24 04:01:17,Groceries,-86.19,Groceries,Expense
2025-01-24 05:51:31,Misc Income,101.14,Income,Deposit
2025-01-24 07:30:00,Starbucks,-4.61,Coffee,Expense
2025-01-24 07:46:13,Transportation,-7.57,Transportation,Expense
2025-01-24 09:51:38,Entertainment,-11.07,Entertainment,Expense
2025-01-24 10:56:33,Transportation,-10.7,Transportation,Expense
2025-01-24 15:07:08,Dining Out,-31.26,Dining Out,Expense
2025-01-24 15:55:19,Utilities,-45.59,Utilities,Expense
2025-01-24 16:36:03,Entertainment,-17.62,Entertainment,Expense
2025-01-24 22:27:34,Utilities,-42.86,Utilities,Expense
2025-01-24 23:56:42,Groceries,-60.83,Groceries,Expense
2025-01-25 01:14:29,Dining Out,-26.92,Dining Out,Expense
2025-01-25 07:30:00,Starbucks,-4.88,Coffee,Expense
2025-01-25 09:22:45,Groceries,-48.5,Groceries,Expense
2025-01-25 12:59:16,Utilities,-67.04,Utilities,Expense
2025-01-25 16:13:48,Transportation,-26.89,Transportation,Expense
2025-01-25 19:28:12,Utilities,-54.43,Utilities,Expense
2025-01-25 20:57:04,Online Subscription,-16.79,Online Subscription,Expense
2025-01-25 21:22:12,Transportation,-23.51,Transportation,Expense
2025-01-25 22:02:37,Transportation,-19.71,Transportation,Expense
2025-01-25 22:28:01,Dining Out,-33.11,Dining Out,Expense
2025-01-25 23:54:03,Groceries,-53.09,Groceries,Expense
2025-01-26 07:30:00,Starbucks,-4.02,Coffee,Expense
2025-01-26 09:46:35,Dining Out,-39.04,Dining Out,Expense
2025-01-26 09:52:04,Entertainment,-49.01,Entertainment,Expense
2025-01-26 10:39:01,Misc Income,60.46,Income,Deposit
2025-01-26 11:25:33,Groceries,-91.5,Groceries,Expense
2025-01-26 17:10:38,Utilities,-46.6,Utilities,Expense
2025-01-26 17:30:05,Groceries,-26.24,Groceries,Expense
2025-01-26 19:10:18,Online Subscription,-13.87,Online Subscription,Expense
2025-01-26 20:28:42,Entertainment,-11.06,Entertainment,Expense
2025-01-26 21:17:24,Misc Income,283.35,Income,Deposit
2025-01-26 22:58:14,Utilities,-30.6,Utilities,Expense
2025-01-27 01:00:55,Transportation,-9.9,Transportation,Expense
2025-01-27 01:24:41,Entertainment,-47.66,Entertainment,Expense
2025-01-27 02:35:43,Utilities,-64.7,Utilities,Expense
2025-01-27 02:45:28,Dining Out,-25.65,Dining Out,Expense
2025-01-27 04:17:26,Utilities,-34.14,Utilities,Expense
2025-01-27 07:02:07,Dining Out,-31.33,Dining Out,Expense
2025-01-27 07:30:00,Starbucks,-3.67,Coffee,Expense
2025-01-27 07:45:07,Online Subscription,-14.46,Online Subscription,Expense
2025-01-27 11:04:01,Groceries,-97.65,Groceries,Expense
2025-01-27 20:45:07,Entertainment,-28.42,Entertainment,Expense
2025-01-27 23:53:04,Misc Income,264.4,Income,Deposit
2025-01-28 00:50:16,Utilities,-69.96,Utilities,Expense
2025-01-28 01:16:25,Utilities,-31.86,Utilities,Expense
2025-01-28 05:50:27,Dining Out,-25.6,Dining Out,Expense
2025-01-28 06:12:52,Entertainment,-37.65,Entertainment,Expense
2025-01-28 06:20:29,Groceries,-27.7,Groceries,Expense
2025-01-28 07:30:00,Starbucks,-3.5,Coffee,Expense
2025-01-28 12:00:00,Freelance Payment,800.0,Income,Deposit
2025-01-28 17:14:38,Misc Income,243.83,Income,Deposit
2025-01-28 18:55:04,Entertainment,-20.86,Entertainment,Expense
2025-01-28 19:19:35,Online Subscription,-9.71,Online Subscription,Expense
2025-01-28 20:57:13,Utilities,-63.54,Utilities,Expense
2025-01-28 22:19:54,Utilities,-54.25,Utilities,Expense
2025-01-29 00:42:37,Groceries,-92.33,Groceries,Expense
2025-01-29 02:43:08,Online Subscription,-15.94,Online Subscription,Expense
2025-01-29 02:47:51,Entertainment,-27.29,Entertainment,Expense
2025-01-29 02:49:12,Entertainment,-36.12,Entertainment,Expense
2025-01-29 05:43:40,Misc Income,127.39,Income,Deposit
2025-01-29 07:30:00,Starbucks,-3.86,Coffee,Expense
2025-01-29 16:05:19,Utilities,-65.15,Utilities,Expense
2025-01-29 16:47:31,Dining Out,-36.96,Dining Out,Expense
2025-01-29 19:42:51,Entertainment,-44.52,Entertainment,Expense
2025-01-29 21:00:38,Groceries,-81.9,Groceries,Expense
2025-01-29 21:17:45,Transportation,-13.03,Transportation,Expense
2025-01-30 07:30:00,Starbucks,-4.59,Coffee,Expense
2025-01-30 08:53:18,Transportation,-6.55,Transportation,Expense
2025-01-30 08:57:40,Online Subscription,-12.99,Online Subscription,Expense
2025-01-30 09:00:36,Misc Income,144.92,Income,Deposit
2025-01-30 14:54:05,Transportation,-6.69,Transportation,Expense
2025-01-30 17:27:20,Dining Out,-22.03,Dining Out,Expense
2025-01-30 17:56:27,Misc Income,248.45,Income,Deposit
2025-01-30 18:10:31,Online Subscription,-17.97,Online Subscription,Expense
2025-01-30 18:29:36,Utilities,-68.06,Utilities,Expense
2025-01-30 19:42:33,Utilities,-34.95,Utilities,Expense
2025-01-30 21:13:21,Groceries,-53.11,Groceries,Expense
2025-01-31 03:59:25,Transportation,-6.17,Transportation,Expense
2025-01-31 04:06:12,Groceries,-98.34,Groceries,Expense
2025-01-31 06:22:36,Utilities,-63.58,Utilities,Expense
2025-01-31 07:23:07,Entertainment,-29.02,Entertainment,Expense
2025-01-31 07:30:00,Starbucks,-4.77,Coffee,Expense
2025-01-31 11:55:03,Groceries,-35.32,Groceries,Expense
2025-01-31 12:54:40,Groceries,-68.23,Groceries,Expense
2025-01-31 14:58:51,Utilities,-58.54,Utilities,Expense
2025-01-31 15:21:53,Utilities,-68.69,Utilities,Expense
2025-01-31 16:55:18,Transportation,-15.26,Transportation,Expense
2025-01-31 20:12:34,Entertainment,-41.72,Entertainment,Expense
2025-02-01 01:33:12,Dining Out,-28.35,Dining Out,Expense
2025-02-01 02:51:59,Transportation,-11.58,Transportation,Expense
2025-02-01 04:47:14,Online Subscription,-11.87,Online Subscription,Expense
2025-02-01 07:30:00,Starbucks,-3.55,Coffee,Expense
2025-02-01 10:05:47,Utilities,-38.08,Utilities,Expense
2025-02-01 13:03:30,Transportation,-11.56,Transportation,Expense
2025-02-01 14:01:41,Misc Income,98.18,Income,Deposit
2025-02-01 14:37:17,Misc Income,178.35,Income,Deposit
2025-02-01 19:44:42,Groceries,-73.26,Groceries,Expense
2025-02-01 19:48:21,Utilities,-46.72,Utilities,Expense
2025-02-01 22:51:55,Transportation,-19.19,Transportation,Expense
2025-02-02 00:55:31,Transportation,-17.39,Transportation,Expense
2025-02-02 01:45:23,Entertainment,-23.39,Entertainment,Expense
2025-02-02 01:56:32,Online Subscription,-15.1,Online Subscription,Expense
2025-02-02 06:25:54,Utilities,-66.71,Utilities,Expense
2025-02-02 07:30:00,Starbucks,-4.44,Coffee,Expense
2025-02-02 11:37:12,Online Subscription,-16.11,Online Subscription,Expense
2025-02-02 15:53:40,Entertainment,-49.39,Entertainment,Expense
2025-02-02 19:39:49,Groceries,-39.09,Groceries,Expense
2025-02-02 21:16:11,Utilities,-48.63,Utilities,Expense
2025-02-02 22:17:57,Misc Income,123.43,Income,Deposit
2025-02-02 22:25:26,Utilities,-55.9,Utilities,Expense
