time,description,amount,category,transaction_type
2025-01-10 02:55:59,Transportation,-15.57,Transportation,Expense
2025-01-10 03:12:53,Dining Out,-24.04,Dining Out,Expense
2025-01-10 09:00:00,Local Diner,-4.45,Coffee,Expense
2025-01-10 09:49:10,Medical,-92.63,Medical,Expense
2025-01-10 14:46:02,Online Subscription,-11.81,Online Subscription,Expense
2025-01-10 18:13:23,Groceries,-61.71,Groceries,Expense
2025-01-10 19:47:25,Online Subscription,-16.39,Online Subscription,Expense
2025-01-10 21:37:53,Transportation,-25.8,Transportation,Expense
2025-01-10 21:39:48,Groceries,-89.16,Groceries,Expense
2025-01-11 00:37:27,Dining Out,-16.6,Dining Out,Expense
2025-01-11 01:23:34,Online Subscription,-16.63,Online Subscription,Expense
2025-01-11 03:40:53,Groceries,-33.35,Groceries,Expense
2025-01-11 04:54:09,Utilities,-31.83,Utilities,Expense
2025-01-11 09:00:00,Local Diner,-3.46,Coffee,Expense
2025-01-11 09:57:07,Misc Income,234.02,Income,Deposit
2025-01-11 14:32:15,Utilities,-40.57,Utilities,Expense
2025-01-11 16:58:29,Medical,-93.97,Medical,Expense
2025-01-11 17:18:16,Medical,-148.77,Medical,Expense
2025-01-11 20:20:09,Online Subscription,-17.82,Online Subscription,Expense
2025-01-11 21:14:07,Transportation,-12.7,Transportation,Expense
2025-01-12 02:32:34,Groceries,-24.64,Groceries,Expense
2025-01-12 03:58:51,Dining Out,-37.78,Dining Out,Expense
2025-01-12 05:06:02,Dining Out,-10.99,Dining Out,Expense
2025-01-12 08:45:59,Medical,-90.93,Medical,Expense
2025-01-12 09:00:00,Local Diner,-5.4,Coffee,Expense
2025-01-12 09:56:31,Transportation,-25.98,Transportation,Expense
2025-01-12 12:45:58,Groceries,-72.61,Groceries,Expense
2025-01-12 18:29:59,Online Subscription,-18.5,Online Subscription,Expense
2025-01-12 19:56:21,Groceries,-51.43,Groceries,Expense
2025-01-12 19:57:51,Transportation,-24.48,Transportation,Expense
2025-01-12 20:28:11,Medical,-131.43,Medical,Expense
2025-01-13 00:29:05,Online Subscription,-14.4,Online Subscription,Expense
2025-01-13 03:52:45,Groceries,-91.31,Groceries,Expense
2025-01-13 06:29:24,Online Subscription,-16.2,Online Subscription,Expense
2025-01-13 09:00:00,Local Diner,-4.86,Coffee,Expense
2025-01-13 10:39:56,Online Subscription,-17.59,Online Subscription,Expense
2025-01-13 15:44:28,Utilities,-40.53,Utilities,Expense
2025-01-13 16:45:33,Transportation,-18.83,Transportation,Expense
2025-01-13 17:27:36,Misc Income,299.23,Income,Deposit
2025-01-13 21:27:14,Medical,-65.44,Medical,Expense
2025-01-13 22:11:26,Online Subscription,-9.18,Online Subscription,Expense
2025-01-13 22:18:46,Medical,-66.76,Medical,Expense
2025-01-14 02:15:16,Transportation,-13.87,Transportation,Expense
2025-01-14 03:43:01,Groceries,-65.09,Groceries,Expense
2025-01-14 09:00:00,Local Diner,-5.89,Coffee,Expense
2025-01-14 11:39:14,Dining Out,-32.36,Dining Out,Expense
2025-01-14 12:23:15,Misc Income,281.17,Income,Deposit
2025-01-14 13:49:30,Online Subscription,-16.16,Online Subscription,Expense
2025-01-14 16:58:23,Transportation,-22.27,Transportation,Expense
2025-01-14 16:59:14,Utilities,-66.08,Utilities,Expense
2025-01-14 18:50:23,Online Subscription,-9.43,Online Subscription,Expense
2025-01-14 19:44:07,Transportation,-24.93,Transportation,Expense
2025-01-14 19:47:32,Online Subscription,-13.47,Online Subscription,Expense
2025-01-15 05:11:55,Utilities,-44.68,Utilities,Expense
2025-01-15 07:05:17,Medical,-27.01,Medical,Expense
2025-01-15 07:57:12,Groceries,-76.14,Groceries,Expense
2025-01-15 08:44:49,Misc Income,105.4,Income,Deposit
2025-01-15 08:53:44,Online Subscription,-8.49,Online Subscription,Expense
2025-01-15 09:00:00,Local Diner,-5.81,Coffee,Expense
2025-01-15 10:33:57,Dining Out,-21.27,Dining Out,Expense
2025-01-15 14:13:16,Utilities,-42.87,Utilities,Expense
2025-01-15 14:30:14,Online Subscription,-14.32,Online Subscription,Expense
2025-01-15 17:09:57,Medical,-135.19,Medical,Expense
2025-01-15 19:49:44,Dining Out,-18.7,Dining Out,Expense
2025-01-16 02:52:19,Misc Income,140.33,Income,Deposit
2025-01-16 04:33:00,Transportation,-7.4,Transportation,Expense
2025-01-16 04:39:56,Groceries,-38.08,Groceries,Expense
2025-01-16 06:35:25,Groceries,-84.08,Groceries,Expense
2025-01-16 08:22:22,Dining Out,-30.26,Dining Out,Expense
2025-01-16 09:00:00,Local Diner,-3.7,Coffee,Expense
2025-01-16 11:08:25,Transportation,-14.64,Transportation,Expense
2025-01-16 12:44:38,Utilities,-58.44,Utilities,Expense
2025-01-16 15:54:35,Utilities,-69.53,Utilities,Expense
2025-01-16 18:57:55,Transportation,-9.95,Transportation,Expense
2025-01-16 21:56:13,Dining Out,-33.66,Dining Out,Expense
2025-01-17 00:13:14,Online Subscription,-14.31,Online Subscription,Expense
2025-01-17 05:25:59,Utilities,-30.72,Utilities,Expense
2025-01-17 07:53:42,Medical,-103.57,Medical,Expense
2025-01-17 08:26:22,Transportation,-11.41,Transportation,Expense
2025-01-17 09:00:00,Local Diner,-3.02,Coffee,Expense
2025-01-17 10:30:11,Misc Income,170.1,Income,Deposit
2025-01-17 11:32:28,Misc Income,219.92,Income,Deposit
2025-01-17 12:23:08,Groceries,-75.23,Groceries,Expense
2025-01-17 20:06:22,Utilities,-64.66,Utilities,Expense
2025-01-17 21:17:42,Transportation,-11.06,Transportation,Expense
2025-01-17 22:16:57,Utilities,-55.49,Utilities,Expense
2025-01-18 05:13:29,Transportation,-9.15,Transportation,Expense
2025-01-18 09:00:00,Local Diner,-5.2,Coffee,Expense
2025-01-18 09:34:28,Online Subscription,-10.24,Online Subscription,Expense
2025-01-18 11:17:28,Utilities,-64.99,Utilities,Expense
2025-01-18 12:36:57,Groceries,-21.57,Groceries,Expense
2025-01-18 14:03:01,Misc Income,85.55,Income,Deposit
2025-01-18 15:27:51,Utilities,-51.54,Utilities,Expense
2025-01-18 17:54:56,Medical,-75.52,Medical,Expense
2025-01-18 21:20:06,Transportation,-16.47,Transportation,Expense
2025-01-18 21:37:49,Misc Income,51.85,Income,Deposit
2025-01-18 21:40:07,Online Subscription,-16.22,Online Subscription,Expense
2025-01-19 00:04:34,Medical,-98.01,Medical,Expense
2025-01-19 07:34:32,Transportation,-19.99,Transportation,Expense
2025-01-19 08:22:09,Groceries,-65.19,Groceries,Expense
2025-01-19 09:00:00,Local Diner,-5.53,Coffee,Expense
2025-01-19 14:01:00,Medical,-37.94,Medical,Expense
2025-01-19 15:12:48,Dining Out,-28.29,Dining Out,Expense
2025-01-19 17:46:03,Misc Income,156.55,Income,Deposit
2025-01-19 20:10:56,Groceries,-79.23,Groceries,Expense
2025-01-19 20:36:29,Groceries,-26.03,Groceries,Expense
2025-01-19 22:01:43,Groceries,-96.11,Groceries,Expense
2025-01-19 22:19:17,Transportation,-16.85,Transportation,Expense
2025-01-20 03:10:25,Misc Income,91.16,Income,Deposit
2025-01-20 03:27:24,Medical,-22.21,Medical,Expense
2025-01-20 03:30:32,Medical,-119.75,Medical,Expense
2025-01-20 06:55:17,Online Subscription,-8.7,Online Subscription,Expense
2025-01-20 07:23:51,Groceries,-40.98,Groceries,Expense
2025-01-20 09:00:00,Local Diner,-3.78,Coffee,Expense
2025-01-20 12:00:00,Vacation,-1500.0,Vacation,Expense
2025-01-20 12:01:04,Misc Income,257.54,Income,Deposit
2025-01-20 16:21:14,Online Subscription,-16.59,Online Subscription,Expense
2025-01-20 17:44:49,Dining Out,-31.24,Dining Out,Expense
2025-01-20 21:30:28,Transportation,-18.75,Transportation,Expense
2025-01-20 21:41:48,Dining Out,-10.14,Dining Out,Expense
2025-01-21 00:02:20,Utilities,-48.38,Utilities,Expense
2025-01-21 03:13:30,Transportation,-19.33,Transportation,Expense
2025-01-21 05:59:24,Medical,-26.74,Medical,Expense
2025-01-21 07:21:09,Misc Income,207.63,Income,Deposit
2025-01-21 09:00:00,Local Diner,-3.69,Coffee,Expense
2025-01-21 10:03:56,Medical,-47.99,Medical,Expense
2025-01-21 10:30:25,Misc Income,138.62,Income,Deposit
2025-01-21 12:20:19,Utilities,-47.12,Utilities,Expense
2025-01-21 14:06:31,Online Subscription,-9.08,Online Subscription,Expense
2025-01-21 15:03:33,Medical,-135.35,Medical,Expense
2025-01-21 18:42:56,Groceries,-74.68,Groceries,Expense
2025-01-22 00:51:30,Groceries,-31.56,Groceries,Expense
2025-01-22 04:59:11,Transportation,-17.46,Transportation,Expense
2025-01-22 06:51:09,Transportation,-28.99,Transportation,Expense
2025-01-22 07:38:36,Utilities,-31.62,Utilities,Expense
2025-01-22 09:00:00,Local Diner,-3.59,Coffee,Expense
2025-01-22 09:38:38,Medical,-62.73,Medical,Expense
2025-01-22 11:17:49,Online Subscription,-19.52,Online Subscription,Expense
2025-01-22 11:48:23,Online Subscription,-18.06,Online Subscription,Expense
2025-01-22 15:12:32,Dining Out,-11.44,Dining Out,Expense
2025-01-22 15:37:32,Transportation,-22.58,Transportation,Expense
2025-01-22 17:54:11,Transportation,-27.28,Transportation,Expense
2025-01-23 01:10:43,Online Subscription,-12.36,Online Subscription,Expense
2025-01-23 01:28:49,Misc Income,135.74,Income,Deposit
2025-01-23 02:17:23,Dining Out,-32.29,Dining Out,Expense
2025-01-23 02:35:48,Utilities,-52.03,Utilities,Expense
2025-01-23 04:21:57,Medical,-54.32,Medical,Expense
2025-01-23 05:48:07,Misc Income,118.52,Income,Deposit
2025-01-23 08:57:28,Medical,-148.56,Medical,Expense
2025-01-23 09:00:00,Local Diner,-5.88,Coffee,Expense
2025-01-23 11:52:33,Groceries,-42.78,Groceries,Expense
2025-01-23 20:23:52,Groceries,-40.08,Groceries,Expense
2025-01-23 21:30:35,Transportation,-19.51,Transportation,Expense
2025-01-24 00:08:44,Dining Out,-29.47,Dining Out,Expense
2025-01-24 01:51:42,Medical,-99.93,Medical,Expense
2025-01-24 02:42:52,Groceries,-55.78,Groceries,Expense
2025-01-24 03:35:56,Misc Income,290.15,Income,Deposit
2025-01-24 04:17:54,Transportation,-8.84,Transportation,Expense
2025-01-24 06:26:00,Misc Income,210.66,Income,Deposit
2025-01-24 09:00:00,Local Diner,-5.85,Coffee,Expense
2025-01-24 14:46:36,Online Subscription,-16.45,Online Subscription,Expense
2025-01-24 19:17:53,Medical,-21.93,Medical,Expense
2025-01-24 20:30:09,Transportation,-6.25,Transportation,Expense
2025-01-24 23:53:11,Online Subscription,-9.57,Online Subscription,Expense
2025-01-25 02:37:14,Groceries,-93.92,Groceries,Expense
2025-01-25 02:40:30,Groceries,-73.06,Groceries,Expense
2025-01-25 04:26:09,Dining Out,-38.3,Dining Out,Expense
2025-01-25 06:06:52,Utilities,-48.5,Utilities,Expense
2025-01-25 07:17:16,Transportation,-22.5,Transportation,Expense
2025-01-25 09:00:00,Local Diner,-4.8,Coffee,Expense
2025-01-25 09:42:21,Transportation,-10.79,Transportation,Expense
2025-01-25 09:45:49,Misc Income,145.56,Income,Deposit
2025-01-25 13:41:22,Online Subscription,-15.05,Online Subscription,Expense
2025-01-25 16:34:16,Groceries,-90.13,Groceries,Expense
2025-01-25 22:10:01,Groceries,-34.01,Groceries,Expense
2025-01-26 00:13:50,Transportation,-24.21,Transportation,Expense
2025-01-26 05:55:08,Utilities,-65.86,Utilities,Expense
2025-01-26 09:00:00,Local Diner,-3.38,Coffee,Expense
2025-01-26 10:26:01,Medical,-95.76,Medical,Expense
2025-01-26 10:36:11,Medical,-95.32,Medical,Expense
2025-01-26 10:42:13,Groceries,-53.0,Groceries,Expense
2025-01-26 10:51:27,Transportation,-23.11,Transportation,Expense
2025-01-26 11:06:51,Groceries,-93.59,Groceries,Expense
2025-01-26 14:42:34,Dining Out,-11.07,Dining Out,Expense
2025-01-26 15:38:08,Medical,-47.66,Medical,Expense
2025-01-26 20:14:51,Groceries,-28.33,Groceries,Expense
2025-01-27 05:55:34,Misc Income,244.4,Income,Deposit
2025-01-27 09:00:00,Local Diner,-3.21,Coffee,Expense
2025-01-27 10:30:59,Online Subscription,-10.92,Online Subscription,Expense
2025-01-27 10:57:30,Dining Out,-36.09,Dining Out,Expense
2025-01-27 13:01:00,Utilities,-58.01,Utilities,Expense
2025-01-27 13:48:45,Online Subscription,-15.03,Online Subscription,Expense
2025-01-27 17:41:03,Groceries,-45.34,Groceries,Expense
2025-01-27 19:40:33,Misc Income,62.28,Income,Deposit
2025-01-27 20:03:43,Online Subscription,-12.54,Online Subscription,Expense
2025-01-27 20:48:32,Groceries,-49.58,Groceries,Expense
2025-01-27 21:48:32,Misc Income,50.62,Income,Deposit
2025-01-28 02:45:03,Misc Income,145.81,Income,Deposit
2025-01-28 03:07:22,Groceries,-28.22,Groceries,Expense
2025-01-28 04:21:18,Dining Out,-31.68,Dining Out,Expense
2025-01-28 04:59:03,Transportation,-8.78,Transportation,Expense
2025-01-28 07:53:00,Online Subscription,-14.5,Online Subscription,Expense
2025-01-28 08:42:21,Transportation,-13.16,Transportation,Expense
2025-01-28 09:00:00,Local Diner,-3.64,Coffee,Expense
2025-01-28 10:27:48,Transportation,-7.53,Transportation,Expense
2025-01-28 13:14:18,Online Subscription,-19.67,Online Subscription,Expense
2025-01-28 16:19:15,Transportation,-17.28,Transportation,Expense
2025-01-28 17:15:30,Misc Income,228.75,Income,Deposit
2025-01-29 00:24:36,Dining Out,-17.64,Dining Out,Expense
2025-01-29 01:43:05,Dining Out,-20.41,Dining Out,Expense
2025-01-29 03:05:50,Online Subscription,-16.0,Online Subscription,Expense
2025-01-29 05:06:00,Medical,-32.64,Medical,Expense
2025-01-29 06:49:18,Groceries,-42.17,Groceries,Expense
2025-01-29 08:34:58,Dining Out,-37.82,Dining Out,Expense
2025-01-29 09:00:00,Local Diner,-4.93,Coffee,Expense
2025-01-29 12:42:57,Transportation,-5.6,Transportation,Expense
2025-01-29 17:04:00,Medical,-128.41,Medical,Expense
2025-01-29 19:21:35,Utilities,-46.83,Utilities,Expense
2025-01-29 20:42:15,Transportation,-11.01,Transportation,Expense
2025-01-30 02:56:55,Transportation,-8.68,Transportation,Expense
2025-01-30 09:00:00,Local Diner,-3.99,Coffee,Expense
2025-01-30 09:15:32,Transportation,-12.78,Transportation,Expense
2025-01-30 09:48:15,Transportation,-10.89,Transportation,Expense
2025-01-30 09:56:58,Groceries,-28.24,Groceries,Expense
2025-01-30 10:47:26,Transportation,-20.42,Transportation,Expense
2025-01-30 13:05:09,Medical,-141.21,Medical,Expense
2025-01-30 14:19:38,Misc Income,148.94,Income,Deposit
2025-01-30 14:42:51,Dining Out,-26.73,Dining Out,Expense
2025-01-30 16:18:16,Transportation,-11.15,Transportation,Expense
2025-01-30 21:01:24,Utilities,-40.11,Utilities,Expense
2025-01-31 02:05:58,Medical,-149.0,Medical,Expense
2025-01-31 05:20:38,Misc Income,261.51,Income,Deposit
2025-01-31 06:30:27,Transportation,-9.29,Transportation,Expense
2025-01-31 08:02:07,Groceries,-71.41,Groceries,Expense
2025-01-31 08:23:28,Utilities,-69.51,Utilities,Expense
2025-01-31 08:59:08,Utilities,-36.84,Utilities,Expense
2025-01-31 09:00:00,Local Diner,-5.78,Coffee,Expense
2025-01-31 16:47:27,Misc Income,148.49,Income,Deposit
2025-01-31 18:15:01,Medical,-54.57,Medical,Expense
2025-01-31 20:28:28,Groceries,-61.14,Groceries,Expense
2025-01-31 23:18:25,Medical,-89.28,Medical,Expense
2025-02-01 01:02:16,Medical,-85.45,Medical,Expense
2025-02-01 09:00:00,Local Diner,-4.1,Coffee,Expense
2025-02-01 09:35:49,Groceries,-70.23,Groceries,Expense
2025-02-01 09:44:34,Groceries,-94.78,Groceries,Expense
2025-02-01 14:03:21,Misc Income,243.62,Income,Deposit
2025-02-01 14:20:15,Transportation,-18.13,Transportation,Expense
2025-02-01 16:05:28,Transportation,-22.44,Transportation,Expense
2025-02-01 18:20:55,Utilities,-46.27,Utilities,Expense
2025-02-01 19:33:30,Medical,-69.3,Medical,Expense
2025-02-01 20:30:22,Groceries,-46.87,Groceries,Expense
2025-02-01 23:32:11,Groceries,-89.85,Groceries,Expense
2025-02-02 00:18:32,Transportation,-24.18,Transportation,Expense
2025-02-02 01:33:29,Medical,-78.75,Medical,Expense
2025-02-02 06:44:14,Misc Income,55.01,Income,Deposit
2025-02-02 08:27:43,Online Subscription,-12.3,Online Subscription,Expense
2025-02-02 09:00:00,Local Diner,-3.28,Coffee,Expense
2025-02-02 10:21:36,Online Subscription,-8.62,Online Subscription,Expense
2025-02-02 11:52:22,Medical,-43.13,Medical,Expense
2025-02-02 14:09:51,Dining Out,-11.83,Dining Out,Expense
2025-02-02 15:19:59,Medical,-74.46,Medical,Expense
2025-02-02 17:28:35,Dining Out,-33.06,Dining Out,Expense
2025-02-02 19:12:52,Utilities,-68.12,Utilities,Expense
